neighbourhood_group,neighbourhood,price,room_type
Manhattan,Upper East Side,90,Entire home/apt
Brooklyn,Crown Heights,45,Shared room
Manhattan,Two Bridges,100,Private room
Brooklyn,Greenpoint,125,Entire home/apt
Manhattan,Harlem,100,Shared room
Manhattan,East Village,80,Private room
Brooklyn,Bedford-Stuyvesant,90,Entire home/apt
Manhattan,East Harlem,140,Entire home/apt
Brooklyn,Greenpoint,52,Private room
Manhattan,Chinatown,200,Entire home/apt
Brooklyn,Williamsburg,94,Entire home/apt
Brooklyn,Clinton Hill,40,Shared room
Queens,Rego Park,55,Private room
Brooklyn,Williamsburg,69,Private room
Manhattan,Gramercy,200,Entire home/apt
Brooklyn,Bushwick,100,Entire home/apt
Brooklyn,Bay Ridge,53,Entire home/apt
Manhattan,Upper West Side,425,Private room
Bronx,Claremont Village,40,Private room
Brooklyn,Williamsburg,40,Private room
Brooklyn,Williamsburg,150,Entire home/apt
Manhattan,Washington Heights,65,Private room
Manhattan,Upper West Side,109,Private room
Queens,Jackson Heights,60,Private room
Brooklyn,Williamsburg,180,Entire home/apt
Queens,Long Island City,95,Private room
Manhattan,Midtown,140,Private room
Queens,Long Island City,155,Entire home/apt
Manhattan,Harlem,105,Entire home/apt
Brooklyn,Bedford-Stuyvesant,45,Private room
Brooklyn,Williamsburg,330,Entire home/apt
Brooklyn,Crown Heights,50,Private room
Manhattan,Midtown,100,Private room
Brooklyn,Clinton Hill,49,Private room
Brooklyn,Bedford-Stuyvesant,65,Entire home/apt
Manhattan,Harlem,70,Private room
Manhattan,Gramercy,180,Entire home/apt
Queens,Long Island City,130,Entire home/apt
Brooklyn,Fort Greene,225,Entire home/apt
Manhattan,Hell's Kitchen,225,Entire home/apt
Manhattan,Washington Heights,85,Private room
Manhattan,Kips Bay,125,Entire home/apt
Manhattan,Hell's Kitchen,99,Entire home/apt
Queens,Long Island City,95,Private room
Queens,Whitestone,400,Entire home/apt
Manhattan,Harlem,99,Private room
Manhattan,Harlem,85,Private room
Manhattan,Harlem,90,Entire home/apt
Brooklyn,Bushwick,85,Entire home/apt
Manhattan,Washington Heights,130,Entire home/apt
Manhattan,Nolita,95,Private room
Brooklyn,Greenpoint,149,Entire home/apt
Brooklyn,Greenpoint,225,Entire home/apt
Brooklyn,Williamsburg,135,Entire home/apt
Manhattan,Hell's Kitchen,140,Entire home/apt
Manhattan,Upper East Side,200,Entire home/apt
Brooklyn,Greenpoint,159,Entire home/apt
Brooklyn,Red Hook,200,Entire home/apt
Brooklyn,Crown Heights,155,Entire home/apt
Brooklyn,South Slope,125,Entire home/apt
Bronx,Port Morris,71,Private room
Brooklyn,Bushwick,75,Private room
Manhattan,Upper East Side,275,Entire home/apt
Brooklyn,Williamsburg,70,Private room
Manhattan,Theater District,250,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,90,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Brooklyn,Clinton Hill,124,Entire home/apt
Manhattan,Chelsea,110,Entire home/apt
Queens,Astoria,50,Private room
Manhattan,East Harlem,75,Private room
Manhattan,East Village,90,Private room
Brooklyn,Bedford-Stuyvesant,130,Entire home/apt
Manhattan,Upper West Side,140,Entire home/apt
Brooklyn,Kensington,200,Entire home/apt
Brooklyn,Carroll Gardens,350,Entire home/apt
Manhattan,Harlem,100,Entire home/apt
Queens,Long Island City,225,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bushwick,145,Entire home/apt
Manhattan,Hell's Kitchen,189,Entire home/apt
Manhattan,Greenwich Village,265,Entire home/apt
Manhattan,Midtown,409,Entire home/apt
Brooklyn,Fort Greene,95,Private room
Manhattan,Harlem,175,Private room
Queens,Ditmars Steinway,55,Private room
Manhattan,Hell's Kitchen,200,Entire home/apt
Manhattan,East Village,200,Entire home/apt
Brooklyn,Bushwick,69,Private room
Brooklyn,Williamsburg,135,Entire home/apt
Brooklyn,Carroll Gardens,325,Entire home/apt
Manhattan,Lower East Side,95,Private room
Manhattan,Upper East Side,117,Entire home/apt
Manhattan,Washington Heights,59,Private room
Manhattan,Chelsea,85,Shared room
Queens,Flushing,55,Private room
Brooklyn,Williamsburg,80,Private room
Brooklyn,Park Slope,115,Entire home/apt
Manhattan,Midtown,78,Private room
Manhattan,East Village,150,Private room
Brooklyn,Park Slope,195,Entire home/apt
Brooklyn,Clinton Hill,142,Entire home/apt
Manhattan,Upper West Side,150,Entire home/apt
Bronx,Fordham,55,Shared room
Brooklyn,Windsor Terrace,97,Entire home/apt
Brooklyn,Flatbush,70,Entire home/apt
Manhattan,Upper West Side,70,Shared room
Manhattan,Upper West Side,155,Private room
Brooklyn,Bedford-Stuyvesant,68,Entire home/apt
Manhattan,Harlem,68,Private room
Brooklyn,Carroll Gardens,150,Entire home/apt
Brooklyn,Carroll Gardens,150,Entire home/apt
Manhattan,Upper East Side,150,Entire home/apt
Manhattan,East Village,100,Private room
Manhattan,Harlem,110,Entire home/apt
Brooklyn,Fort Greene,150,Entire home/apt
Brooklyn,Boerum Hill,160,Entire home/apt
Manhattan,Chelsea,218,Entire home/apt
Manhattan,Nolita,430,Entire home/apt
Brooklyn,Williamsburg,79,Private room
Manhattan,West Village,120,Entire home/apt
Brooklyn,Brooklyn Heights,200,Entire home/apt
Manhattan,Chinatown,120,Private room
Manhattan,East Village,250,Private room
Manhattan,Upper West Side,200,Entire home/apt
Staten Island,Clifton,75,Entire home/apt
Brooklyn,Cobble Hill,175,Entire home/apt
Brooklyn,Bedford-Stuyvesant,76,Entire home/apt
Manhattan,Upper West Side,75,Entire home/apt
Brooklyn,Crown Heights,400,Entire home/apt
Queens,Flushing,75,Private room
Manhattan,Hell's Kitchen,189,Entire home/apt
Queens,Woodside,55,Private room
Brooklyn,Williamsburg,80,Private room
Brooklyn,Bushwick,69,Private room
Manhattan,Morningside Heights,100,Private room
Queens,Sunnyside,100,Entire home/apt
Manhattan,West Village,300,Entire home/apt
Manhattan,Washington Heights,53,Private room
Manhattan,Upper West Side,179,Entire home/apt
Brooklyn,Flatbush,100,Entire home/apt
Queens,Astoria,130,Entire home/apt
Bronx,Port Morris,120,Entire home/apt
Brooklyn,Greenpoint,150,Private room
Manhattan,Upper East Side,105,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Manhattan,Upper West Side,200,Entire home/apt
Manhattan,Washington Heights,39,Private room
Manhattan,Harlem,67,Entire home/apt
Manhattan,Midtown,200,Entire home/apt
Brooklyn,Greenpoint,129,Entire home/apt
Brooklyn,Bedford-Stuyvesant,55,Private room
Queens,Astoria,65,Private room
Manhattan,Upper East Side,100,Entire home/apt
Manhattan,Harlem,55,Private room
Manhattan,Midtown,240,Entire home/apt
Manhattan,Greenwich Village,150,Entire home/apt
Manhattan,Upper West Side,299,Entire home/apt
Queens,Ditmars Steinway,160,Entire home/apt
Manhattan,East Harlem,299,Private room
Brooklyn,Prospect Heights,99,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Manhattan,Greenwich Village,100,Private room
Manhattan,Washington Heights,45,Private room
Bronx,University Heights,44,Private room
Brooklyn,Carroll Gardens,150,Entire home/apt
Brooklyn,Bushwick,100,Private room
Manhattan,Lower East Side,185,Entire home/apt
Brooklyn,Fort Greene,150,Entire home/apt
Manhattan,East Harlem,650,Entire home/apt
Brooklyn,Williamsburg,100,Private room
Manhattan,Harlem,111,Private room
Manhattan,Hell's Kitchen,99,Entire home/apt
Brooklyn,Williamsburg,75,Private room
Manhattan,Upper East Side,103,Entire home/apt
Queens,Astoria,130,Entire home/apt
Manhattan,Upper West Side,109,Entire home/apt
Brooklyn,Williamsburg,95,Private room
Brooklyn,Fort Greene,100,Entire home/apt
Brooklyn,Park Slope,155,Entire home/apt
Queens,Sunnyside,60,Private room
Brooklyn,South Slope,195,Entire home/apt
Queens,Jackson Heights,69,Entire home/apt
Manhattan,Washington Heights,72,Private room
Brooklyn,Crown Heights,300,Entire home/apt
Manhattan,Upper East Side,119,Entire home/apt
Brooklyn,Williamsburg,100,Private room
Brooklyn,Clinton Hill,199,Private room
Manhattan,Harlem,75,Private room
Brooklyn,Williamsburg,100,Private room
Manhattan,Morningside Heights,125,Entire home/apt
Queens,Ridgewood,95,Entire home/apt
Brooklyn,Williamsburg,295,Entire home/apt
Queens,Astoria,149,Private room
Manhattan,Upper West Side,150,Entire home/apt
Brooklyn,Crown Heights,100,Entire home/apt
Brooklyn,Prospect Heights,45,Private room
Manhattan,West Village,385,Entire home/apt
Brooklyn,Flatbush,87,Entire home/apt
Manhattan,Kips Bay,180,Entire home/apt
Queens,Flushing,59,Private room
Staten Island,St. George,95,Private room
Manhattan,Upper East Side,130,Entire home/apt
Brooklyn,Bedford-Stuyvesant,120,Entire home/apt
Manhattan,East Village,113,Private room
Queens,Ditmars Steinway,60,Private room
Brooklyn,Bedford-Stuyvesant,40,Private room
Manhattan,Murray Hill,250,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Brooklyn,Prospect Heights,450,Entire home/apt
Brooklyn,Carroll Gardens,149,Entire home/apt
Brooklyn,Williamsburg,169,Entire home/apt
Brooklyn,Park Slope,105,Private room
Brooklyn,Bedford-Stuyvesant,42,Private room
Manhattan,Battery Park City,325,Entire home/apt
Manhattan,Upper West Side,200,Entire home/apt
Brooklyn,East Flatbush,160,Entire home/apt
Brooklyn,Williamsburg,155,Private room
Brooklyn,Bedford-Stuyvesant,151,Entire home/apt
Manhattan,Chelsea,200,Entire home/apt
Brooklyn,Bushwick,80,Private room
Queens,Long Island City,119,Entire home/apt
Brooklyn,Flatbush,45,Private room
Brooklyn,East Flatbush,115,Entire home/apt
Brooklyn,Greenpoint,65,Private room
Manhattan,Chinatown,87,Private room
Manhattan,Midtown,110,Private room
Brooklyn,Williamsburg,80,Private room
Manhattan,Hell's Kitchen,250,Entire home/apt
Brooklyn,South Slope,63,Private room
Brooklyn,Windsor Terrace,200,Entire home/apt
Brooklyn,Greenpoint,185,Entire home/apt
Manhattan,SoHo,250,Entire home/apt
Manhattan,West Village,130,Entire home/apt
Brooklyn,Brooklyn Heights,185,Entire home/apt
Brooklyn,Crown Heights,75,Private room
Manhattan,East Harlem,240,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Upper West Side,195,Entire home/apt
Manhattan,Battery Park City,200,Entire home/apt
Manhattan,Greenwich Village,120,Private room
Brooklyn,Gowanus,180,Entire home/apt
Queens,Woodhaven,53,Private room
Manhattan,Lower East Side,200,Entire home/apt
Manhattan,Harlem,100,Private room
Brooklyn,Flatbush,86,Entire home/apt
Manhattan,Chelsea,225,Entire home/apt
Queens,Woodhaven,40,Private room
Manhattan,Washington Heights,60,Entire home/apt
Queens,Bayswater,70,Private room
Queens,Maspeth,35,Private room
Manhattan,Hell's Kitchen,250,Entire home/apt
Manhattan,Murray Hill,169,Entire home/apt
Queens,Richmond Hill,255,Entire home/apt
Manhattan,Harlem,290,Entire home/apt
Manhattan,Midtown,140,Entire home/apt
Manhattan,Washington Heights,115,Entire home/apt
Brooklyn,Gowanus,299,Entire home/apt
Manhattan,West Village,160,Entire home/apt
Manhattan,Upper East Side,175,Shared room
Manhattan,Hell's Kitchen,120,Private room
Brooklyn,Clinton Hill,179,Private room
Brooklyn,Williamsburg,74,Private room
Manhattan,Hell's Kitchen,68,Private room
Manhattan,Chelsea,235,Private room
Brooklyn,Williamsburg,100,Private room
Brooklyn,Greenpoint,270,Entire home/apt
Brooklyn,Prospect Heights,200,Entire home/apt
Manhattan,Greenwich Village,161,Entire home/apt
Brooklyn,Crown Heights,60,Private room
Manhattan,East Village,155,Entire home/apt
Manhattan,East Harlem,95,Private room
Manhattan,Chinatown,125,Entire home/apt
Manhattan,Upper East Side,118,Entire home/apt
Manhattan,Harlem,80,Private room
Brooklyn,Williamsburg,210,Entire home/apt
Brooklyn,Brooklyn Heights,150,Entire home/apt
Brooklyn,Sunset Park,135,Entire home/apt
Manhattan,Upper East Side,118,Entire home/apt
Manhattan,Upper West Side,110,Private room
Brooklyn,Greenpoint,70,Private room
Brooklyn,Bensonhurst,43,Private room
Brooklyn,Bedford-Stuyvesant,140,Entire home/apt
Manhattan,Upper East Side,116,Entire home/apt
Brooklyn,Greenpoint,159,Entire home/apt
Brooklyn,Bedford-Stuyvesant,135,Entire home/apt
Manhattan,Washington Heights,39,Private room
Brooklyn,Bushwick,59,Private room
Manhattan,Battery Park City,600,Entire home/apt
Brooklyn,Crown Heights,66,Private room
Manhattan,Civic Center,130,Entire home/apt
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,50,Private room
Manhattan,Washington Heights,185,Private room
Brooklyn,Sunset Park,54,Private room
Brooklyn,Flatbush,100,Entire home/apt
Manhattan,Chelsea,180,Entire home/apt
Brooklyn,East Flatbush,115,Entire home/apt
Brooklyn,Prospect Heights,350,Entire home/apt
Brooklyn,Crown Heights,32,Private room
Brooklyn,Williamsburg,165,Entire home/apt
Manhattan,Chelsea,350,Entire home/apt
Brooklyn,Cobble Hill,795,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Brooklyn,Bushwick,175,Entire home/apt
Manhattan,Inwood,50,Private room
Manhattan,West Village,190,Entire home/apt
Manhattan,Harlem,110,Private room
Brooklyn,Gowanus,414,Entire home/apt
Brooklyn,Downtown Brooklyn,135,Entire home/apt
Manhattan,Murray Hill,150,Entire home/apt
Manhattan,Chelsea,93,Entire home/apt
Manhattan,Upper East Side,70,Private room
Staten Island,St. George,175,Entire home/apt
Brooklyn,Bedford-Stuyvesant,155,Entire home/apt
Brooklyn,Greenpoint,129,Entire home/apt
Bronx,Concourse Village,50,Private room
Brooklyn,Kensington,499,Entire home/apt
Brooklyn,Sunset Park,80,Shared room
Manhattan,Midtown,115,Entire home/apt
Queens,Ditmars Steinway,47,Private room
Brooklyn,Prospect-Lefferts Gardens,95,Private room
Manhattan,East Village,249,Entire home/apt
Manhattan,Murray Hill,150,Entire home/apt
Manhattan,Lower East Side,77,Private room
Manhattan,East Village,225,Entire home/apt
Brooklyn,Brooklyn Heights,70,Private room
Manhattan,Murray Hill,100,Entire home/apt
Manhattan,Hell's Kitchen,87,Entire home/apt
Brooklyn,Park Slope,245,Entire home/apt
Manhattan,Upper West Side,300,Entire home/apt
Manhattan,Upper East Side,55,Private room
Manhattan,West Village,120,Entire home/apt
Manhattan,Washington Heights,40,Private room
Manhattan,Nolita,115,Private room
Manhattan,Chelsea,93,Entire home/apt
Manhattan,East Harlem,37,Private room
Brooklyn,Williamsburg,240,Entire home/apt
Manhattan,West Village,130,Private room
Queens,Long Island City,70,Private room
Brooklyn,Greenpoint,149,Entire home/apt
Brooklyn,Williamsburg,100,Private room
Manhattan,East Village,200,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,99,Entire home/apt
Manhattan,Chelsea,220,Entire home/apt
Manhattan,Upper East Side,250,Entire home/apt
Manhattan,Upper East Side,103,Entire home/apt
Manhattan,Upper East Side,108,Entire home/apt
Manhattan,Harlem,75,Private room
Brooklyn,Bushwick,78,Entire home/apt
Brooklyn,Williamsburg,75,Private room
Brooklyn,Navy Yard,152,Entire home/apt
Manhattan,Lower East Side,150,Entire home/apt
Manhattan,Nolita,320,Entire home/apt
Brooklyn,Williamsburg,220,Entire home/apt
Brooklyn,Crown Heights,99,Entire home/apt
Manhattan,East Village,950,Entire home/apt
Manhattan,Upper West Side,120,Entire home/apt
Manhattan,Morningside Heights,100,Entire home/apt
Brooklyn,Borough Park,199,Entire home/apt
Manhattan,Hell's Kitchen,100,Private room
Brooklyn,Williamsburg,75,Private room
Manhattan,Kips Bay,84,Entire home/apt
Brooklyn,Greenpoint,100,Entire home/apt
Brooklyn,Crown Heights,75,Private room
Brooklyn,Clinton Hill,93,Private room
Brooklyn,Bedford-Stuyvesant,140,Entire home/apt
Brooklyn,Fort Greene,200,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Brooklyn,South Slope,200,Entire home/apt
Queens,Forest Hills,100,Entire home/apt
Manhattan,Harlem,100,Private room
Manhattan,Upper East Side,120,Entire home/apt
Brooklyn,Flatbush,109,Entire home/apt
Brooklyn,Greenpoint,126,Private room
Manhattan,Harlem,50,Private room
Manhattan,Chelsea,325,Entire home/apt
Manhattan,Upper East Side,750,Entire home/apt
Brooklyn,Crown Heights,135,Entire home/apt
Queens,Rego Park,52,Entire home/apt
Manhattan,Lower East Side,124,Entire home/apt
Queens,Flushing,59,Private room
Manhattan,Upper West Side,215,Entire home/apt
Manhattan,East Village,240,Private room
Manhattan,Harlem,150,Private room
Brooklyn,Greenpoint,83,Private room
Queens,Ridgewood,70,Entire home/apt
Manhattan,Lower East Side,160,Entire home/apt
Manhattan,Harlem,200,Shared room
Brooklyn,Williamsburg,50,Entire home/apt
Manhattan,Hell's Kitchen,87,Entire home/apt
Manhattan,Harlem,125,Private room
Manhattan,Upper East Side,250,Entire home/apt
Brooklyn,South Slope,162,Entire home/apt
Brooklyn,Prospect Heights,67,Entire home/apt
Manhattan,Upper East Side,147,Private room
Brooklyn,Bedford-Stuyvesant,149,Entire home/apt
Brooklyn,Crown Heights,65,Entire home/apt
Brooklyn,Park Slope,250,Entire home/apt
Brooklyn,Flatbush,160,Private room
Manhattan,Upper East Side,150,Entire home/apt
Manhattan,Gramercy,199,Private room
Brooklyn,Williamsburg,64,Private room
Brooklyn,Bushwick,33,Private room
Manhattan,Harlem,500,Private room
Brooklyn,Boerum Hill,150,Entire home/apt
Manhattan,Lower East Side,110,Private room
Brooklyn,Bedford-Stuyvesant,145,Entire home/apt
Brooklyn,Flatbush,40,Private room
Brooklyn,Williamsburg,95,Private room
Brooklyn,Bedford-Stuyvesant,185,Entire home/apt
Brooklyn,Bedford-Stuyvesant,500,Entire home/apt
Manhattan,West Village,115,Entire home/apt
Staten Island,St. George,195,Entire home/apt
Brooklyn,Prospect Heights,105,Entire home/apt
Brooklyn,Bushwick,67,Entire home/apt
Brooklyn,Bedford-Stuyvesant,75,Entire home/apt
Manhattan,Battery Park City,100,Private room
Brooklyn,Bedford-Stuyvesant,125,Entire home/apt
Brooklyn,Williamsburg,350,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Queens,Astoria,200,Entire home/apt
Brooklyn,Park Slope,270,Entire home/apt
Brooklyn,Windsor Terrace,184,Entire home/apt
Brooklyn,Prospect Heights,275,Entire home/apt
Manhattan,East Village,171,Entire home/apt
Brooklyn,Williamsburg,425,Entire home/apt
Manhattan,West Village,200,Entire home/apt
Brooklyn,Fort Greene,165,Entire home/apt
Brooklyn,South Slope,85,Private room
Brooklyn,Williamsburg,170,Entire home/apt
Brooklyn,Williamsburg,70,Private room
Brooklyn,Crown Heights,125,Private room
Manhattan,Chelsea,275,Entire home/apt
Brooklyn,Crown Heights,120,Private room
Manhattan,Midtown,429,Entire home/apt
Brooklyn,South Slope,225,Entire home/apt
Queens,Astoria,119,Entire home/apt
Manhattan,Upper East Side,175,Entire home/apt
Brooklyn,Bedford-Stuyvesant,155,Entire home/apt
Manhattan,Inwood,100,Entire home/apt
Manhattan,Harlem,70,Private room
Bronx,Williamsbridge,95,Entire home/apt
Brooklyn,Park Slope,450,Entire home/apt
Brooklyn,Fort Greene,215,Entire home/apt
Brooklyn,Flatbush,60,Private room
Bronx,Fieldston,75,Private room
Brooklyn,Williamsburg,99,Private room
Brooklyn,Park Slope,300,Entire home/apt
Manhattan,Harlem,175,Entire home/apt
Manhattan,Upper West Side,195,Entire home/apt
Queens,Forest Hills,50,Private room
Manhattan,Hell's Kitchen,175,Entire home/apt
Brooklyn,Crown Heights,120,Entire home/apt
Brooklyn,Flatbush,54,Private room
Manhattan,Harlem,345,Entire home/apt
Brooklyn,Crown Heights,225,Entire home/apt
Brooklyn,Boerum Hill,151,Entire home/apt
Brooklyn,Bushwick,110,Entire home/apt
Manhattan,Upper East Side,280,Entire home/apt
